name	length	MII_SRR17972798_Rep1_R1	MII_SRR17972799_Rep2_R1	MII_SRR17972800_Rep3_R1	MII_SRR17972801_Rep4_R1	MII_SRR17972802_Rep5_R1	MII_SRR17972803_Rep6_R1	MII_SRR17972804_Rep7_R1	MII_SRR17972805_Rep8_R1	MII_SRR17972806_Rep9_R1	MII_SRR17972807_Rep10_R1	MII_SRR17972808_Rep11_R1	MII_SRR17972809_Rep12_R1	MII_SRR17972810_Rep13_R1	MII_SRR17972811_Rep14_R1	MII_SRR17972812_Rep15_R1	MII_SRR17972813_Rep16_R1	MII_SRR17972826_Rep17_R1	MII_SRR17972827_Rep18_R1	MII_SRR17972828_Rep19_R1	MII_SRR17972856_Rep20_R1	MII_SRR17972857_Rep21_R1	MII_SRR17972858_Rep22_R1	MII_SRR17972859_Rep23_R1
SIGLECL1	1252	0	0	0	0	1	17	0	32	0	0	1	0	1	7	25	5	0	0	1	14	16	169	0
SIGMAR1	1548	990	1451	1651	1788	1706	2059	2360	1769	2669	1804	1925	1563	442	1706	1391	1529	55	112	77	745	1078	999	838
SIK1	4477	0	0	2	6	24	0	35	3	317	15	48	53	2	69	8	90	6	25	19	1	2	26	199
SIK2	8790	84	8	0	34	0	7	1	22	65	4	2	8	19	55	4	46	4	12	6	3	12	5	16
SIK3	6547	1	60	146	140	273	162	454	313	367	712	453	655	446	1032	376	839	59	67	77	189	273	145	624
SIKE1	1472	1189	52	90	35	41	18	80	17	6	30	38	72	58	77	80	116	121	127	136	56	79	41	30
SIL1	1952	315	458	1107	916	992	1047	1304	1454	581	1676	1637	1682	1823	1490	1498	1366	159	289	184	646	557	510	430
SIM1	2301	0	0	93	0	0	0	0	2	0	34	59	27	0	14	15	10	27	36	22	25	8	7	0
SIM2	2917	0	83	29	100	86	120	140	91	117	36	60	143	45	62	77	49	29	26	19	197	79	53	42
SIMC1	3627	157	622	147	176	63	282	79	303	2	163	170	304	114	434	178	301	207	267	197	62	68	1	58
SIN3A	5876	13	1295	808	1158	1052	804	1279	862	421	1126	1172	1530	1209	3672	603	1209	4891	4904	3600	490	538	1411	1038
SIN3B	5556	1	63	364	642	376	285	549	227	432	1027	537	344	345	872	206	349	42	82	64	112	411	357	2090
SINHCAF	2823	2	53	44	115	33	55	17	30	44	22	43	54	23	57	33	48	433	451	301	42	30	30	34
SIPA1	3560	239	225	296	128	599	486	769	319	2271	371	195	127	116	512	125	544	26	15	26	146	265	374	205
SIPA1L1	8733	404	399	168	414	181	298	135	212	181	387	312	350	314	595	153	288	278	369	228	148	178	55	427
SIPA1L2	7850	145	317	220	18	9	219	156	70	96	41	96	145	36	160	18	139	217	304	357	55	61	57	292
SIPA1L3	9430	1206	3235	2815	2723	3585	3322	4198	1936	5488	4005	5124	5216	2983	4686	2261	3250	203	236	211	1418	1760	2421	2699
SIRPA	2501	0	0	0	1	0	4	0	2	0	1	0	0	3	20	0	23	2	1	5	0	5	0	9
SIRPB1	3956	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SIRPB2	4496	0	0	32	13	0	18	10	0	0	0	3	0	10	2	0	2	3	3	3	8	5	0	21
SIRPD	1604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIRT1	4151	0	14	1	20	32	48	18	0	114	6	3	10	28	48	20	32	646	794	728	2	14	29	90
SIRT2	1910	1	59	280	356	361	291	514	288	546	221	398	293	538	209	557	338	23	31	19	777	655	440	210
SIRT3	1796	3181	2049	1949	4008	2898	3597	2911	3298	1754	2065	2091	1773	1473	1102	1233	1192	825	529	631	920	988	1382	946
SIRT4	5095	1	3	83	5	1	42	99	45	0	95	97	101	87	45	92	40	19	16	22	94	78	41	31
SIRT5	2855	1204	407	268	521	284	279	350	292	18	261	235	278	185	192	188	189	65	68	96	83	192	2	90
SIRT6	1751	662	927	1231	1417	1718	1158	1576	958	1286	781	902	827	645	779	671	756	23	26	11	321	403	306	355
SIRT7	1849	0	225	80	54	69	295	450	72	576	193	220	295	256	413	305	419	21	25	24	165	214	330	128
SIT1	1174	0	46	63	30	62	0	0	0	150	19	15	0	13	1	0	5	0	1	0	10	9	0	0
SIVA1	684	12205	4028	3953	4655	7214	3943	5766	3763	5170	2865	4086	3257	2978	2255	2158	2389	213	412	330	3206	3738	3370	4369
SIX1	2757	23	324	671	208	663	389	479	695	796	588	961	711	1171	1956	790	1682	290	275	260	274	375	349	317
SIX2	2093	0	76	0	0	0	25	11	3	186	30	0	0	3	9	6	12	0	0	0	0	0	0	0
SIX3	3461	0	36	111	70	133	77	117	125	233	91	244	224	201	280	148	343	119	89	106	112	184	250	79
SIX4	6694	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	4	13	2	6	0	0	7
SIX5	2867	0	2	0	3	69	49	13	18	244	33	42	32	1	64	10	30	0	0	0	0	27	1	46
SIX6	1534	0	1	14	5	6	22	1	25	0	4	8	31	26	24	41	52	6	5	13	16	73	18	0
SKA1	2731	2830	3255	4052	3123	1637	1135	1339	640	353	924	653	986	627	901	790	1034	12721	12183	14204	1167	1352	2598	1932
SKA2	1762	1	51	87	25	35	19	17	19	0	42	59	53	59	104	74	78	195	269	275	17	11	18	17
SKA3	2320	0	644	545	381	284	360	302	92	27	129	30	84	100	107	62	79	1949	1619	1604	34	40	51	35
SKAP1	1643	0	12	4	12	10	11	7	15	6	21	9	13	17	34	29	48	60	82	63	42	68	1	56
SKAP2	5784	0	2	84	114	91	33	33	63	2	37	54	18	10	41	14	31	532	542	371	2	15	87	13
SKI	5190	0	20	57	76	57	30	102	139	103	26	49	33	1	25	0	4	30	54	55	0	3	11	2
SKIDA1	7288	0	0	0	0	0	4	0	0	0	0	0	4	0	5	0	1	5	10	15	3	0	0	2
SKIL	7384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	49	37	0	0	0	0
SKINT1	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SKOR1	3153	1674	2061	2124	2587	2119	2337	2465	3877	3034	3107	2987	3669	3926	2495	3187	2843	1725	2012	1696	2592	2876	1726	1130
SKOR2	4270	64	29	34	0	16	3	18	9	12	11	7	0	7	10	12	18	21	24	50	2	5	71	50
SKP1	969	7256	3401	5596	4906	2067	1932	2490	1449	1549	1734	1325	2694	1597	1821	1383	1727	36154	35634	42558	1020	1843	1885	1770
SKP2	4480	1014	1857	2595	1831	1876	1510	979	937	559	1517	987	1527	1216	1774	486	1048	2908	3281	2383	501	550	1291	780
SLA2	3627	0	157	107	83	12	72	15	123	0	71	98	209	96	142	99	155	17	14	6	96	107	0	244
SLA	3105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLAIN1	3073	816	413	456	359	251	341	571	144	543	321	327	278	372	350	240	244	559	605	669	154	178	357	287
SLAIN2	5215	1686	169	495	361	585	261	503	116	440	404	296	332	345	717	192	509	941	1204	1334	82	160	499	510
SLAMF1	1730	0	0	0	0	0	0	0	0	0	0	0	21	0	2	9	8	16	10	20	0	0	0	0
SLAMF6	3824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLAMF7	2051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLAMF8	1569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLAMF9	1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLBP2	1542	20976	35293	45099	52990	47607	48123	61075	80279	44819	56798	56077	57907	64258	41216	34089	33519	17130	17396	17515	28912	32868	19907	17055
SLBP	2538	3277	4374	3924	3632	2758	2703	2555	3249	1528	3173	3801	4534	4422	6653	4637	7040	5174	5702	4037	1927	3083	2056	1960
SLC10A1	2064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
SLC10A2	1716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC10A3	5742	244	4558	3577	7008	4728	8751	7473	6771	5817	7058	4163	4129	3094	4843	2206	3274	48	72	67	816	1223	2268	1529
SLC10A4	2076	0	89	31	39	234	84	145	63	389	47	147	158	172	266	79	159	21	67	54	60	138	38	436
SLC10A5	3580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SLC10A6	763	0	0	0	0	17	0	0	0	0	1	7	5	8	5	2	3	1	1	3	6	0	0	0
SLC10A7	5982	41	137	9	33	30	81	66	26	3	82	128	97	71	139	85	97	440	483	401	132	89	92	175
SLC11A1	2255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC11A2	9679	0	149	814	768	720	424	1041	1089	893	1057	893	1104	584	971	499	706	255	310	243	272	247	285	272
SLC12A1	4845	0	50	134	29	58	12	15	24	75	20	14	41	58	18	31	19	253	251	272	43	16	39	52
SLC12A2	6814	0	8	89	20	20	6	151	43	2	107	3	55	13	156	19	73	1295	1484	1496	31	41	68	81
SLC12A3	3626	0	11	105	100	75	117	56	252	311	135	121	92	37	136	124	173	5	7	6	40	143	142	140
SLC12A4	3827	0	0	7	4	196	96	227	35	0	40	44	29	25	185	3	95	1	11	3	0	28	1	383
SLC12A5	7601	2956	4023	3550	6807	5075	6783	5243	4955	9205	8465	12116	11181	10276	9357	14646	9961	289	391	431	7842	6407	4666	4242
SLC12A6	7013	80	21	19	105	141	42	143	80	0	249	142	194	108	416	172	173	205	235	298	36	35	47	52
SLC12A7	5300	0	196	12	0	0	128	112	119	1002	136	101	52	107	208	35	117	2	11	8	13	8	29	322
SLC12A8	2949	423	1391	1248	1287	1952	1766	2555	2058	1578	1613	1119	1392	895	984	636	747	14	32	41	355	336	863	525
SLC12A9	3287	0	0	25	1	0	39	0	0	0	13	0	52	1	2	14	6	2	0	1	2	0	1	10
SLC13A1	2215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC13A2	2703	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	8	0	0	0	12	8	0	0
SLC13A3	3454	0	0	0	45	0	76	8	0	0	1	0	0	0	9	11	0	4	8	9	0	15	0	0
SLC13A4	3048	0	33	0	45	0	0	58	24	23	0	0	0	64	15	0	8	0	0	0	0	4	0	0
SLC13A5	6453	0	0	0	0	4	22	22	7	0	14	0	6	11	1	0	1	0	0	0	20	2	5	11
SLC14A1	5541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC14A2	4502	0	0	0	0	0	12	4	0	0	5	10	0	0	3	4	0	0	3	1	32	7	0	0
SLC15A1	2853	1309	1	329	1	22	105	22	0	167	232	241	290	300	301	117	175	114	131	129	51	69	77	0
SLC15A2	2163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
SLC15A3	1871	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	1	0	4
SLC15A4	2740	872	1626	1648	2008	1591	2950	3713	3029	7413	2997	1934	2032	1390	4663	1137	3248	181	241	262	666	1229	2267	3414
SLC15A5	1746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A10	1548	516	34	67	61	150	102	208	119	347	129	138	136	166	193	140	144	16	40	38	40	47	322	54
SLC16A11	1558	0	194	102	248	230	192	237	199	345	441	330	336	161	354	104	212	4	21	17	26	66	174	343
SLC16A12	4924	77	39	186	47	52	87	262	217	272	141	155	155	158	65	59	69	65	66	45	116	63	117	100
SLC16A13	2027	1853	4123	3952	5193	4705	5393	5524	6418	5205	6436	4857	3717	3686	3665	1813	2333	53	91	85	430	769	2887	1565
SLC16A1	3470	0	452	429	237	430	239	275	338	561	425	602	568	221	655	197	331	1857	1882	1524	64	63	106	224
SLC16A14	6147	1	18	119	88	133	58	197	130	342	127	84	188	49	118	88	109	36	44	35	167	97	142	122
SLC16A2	4162	0	1	26	225	158	113	167	190	0	309	353	198	84	305	68	218	10	17	18	53	44	110	9
SLC16A3	2904	0	217	212	261	790	391	404	44	913	260	188	244	95	169	43	69	2	4	1	1	69	12	226
SLC16A4	10781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A5	4080	0	55	140	167	217	446	591	269	268	322	304	283	127	482	261	356	1	1	1	96	165	83	157
SLC16A6	1896	0	0	0	0	0	0	3	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC16A7	4059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0
SLC16A8	3704	0	0	0	0	0	0	18	0	0	0	1	0	0	0	2	1	0	1	0	0	4	0	4
SLC16A9	3993	0	0	1	8	0	4	2	1	0	5	0	0	0	0	7	6	7	2	2	1	0	0	0
SLC17A1	5826	0	114	97	94	77	57	56	102	31	194	120	210	250	204	199	144	77	112	120	136	87	64	35
SLC17A2	2070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A3	1925	0	36	173	118	10	70	96	134	165	162	231	270	152	246	139	203	260	280	191	100	72	23	11
SLC17A4	5226	0	0	20	0	0	0	0	0	0	0	5	0	15	0	0	6	0	2	5	0	0	0	0
SLC17A5	4126	0	416	631	360	541	330	432	352	1	465	422	1012	266	495	182	240	342	472	441	63	33	398	240
SLC17A6	3791	215	144	69	35	151	109	76	88	125	89	105	30	77	77	71	83	9	5	9	126	154	146	190
SLC17A7	2819	420	882	405	1135	228	813	278	414	76	616	362	715	282	363	115	198	5	4	0	45	91	6	362
SLC17A8	1767	0	2	66	2	3	0	58	74	2	62	52	48	25	49	14	22	50	34	22	2	0	0	2
SLC17A9	2310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
SLC18A1	1899	0	0	0	0	0	0	0	3	0	0	0	0	9	0	0	0	0	0	0	0	2	0	0
SLC18A2	2722	64	271	976	505	513	910	388	538	406	764	353	580	379	473	280	471	2185	1159	1768	377	352	291	149
SLC18A3	2398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
SLC18B1	3014	80	16	2	14	4	7	6	71	1	2	8	55	7	17	2	16	20	23	34	3	5	158	37
SLC19A1	4616	0	83	12	1	33	291	227	57	0	150	9	89	106	93	73	29	2	1	1	0	14	0	3
SLC19A2	2359	0	1144	931	1391	440	425	668	771	357	612	490	662	276	715	299	275	916	963	741	220	278	333	727
SLC19A3	2967	0	0	0	76	0	44	0	37	0	36	2	1	45	19	21	4	29	35	17	10	4	0	7
SLC1A1	1578	0	7	67	0	14	106	30	78	181	115	94	54	68	127	79	109	35	52	47	95	142	238	62
SLC1A2	16744	0	0	91	52	106	6	10	131	0	45	30	44	67	39	74	85	15	21	27	23	40	0	0
SLC1A3	3897	0	0	0	21	0	0	0	0	0	0	0	0	6	0	2	2	1	2	3	4	0	0	0
SLC1A4	4433	1018	1401	3207	988	1676	1676	2637	3103	6052	6223	8230	11880	3533	7945	1470	2560	76	78	108	494	627	753	2475
SLC1A5	2882	657	18804	15772	23719	20342	27147	21564	42030	22265	33357	22293	20549	5156	18811	6613	9689	187	347	377	1665	2553	7645	6991
SLC1A6	2191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC1A7	1683	0	0	0	7	0	0	0	0	0	9	14	20	0	0	0	4	0	0	0	1	3	0	0
SLC20A1	7008	2658	3960	4159	4344	2183	3101	1942	2921	1259	3270	1258	1834	987	1506	426	586	3875	3881	2966	311	260	1085	711
SLC20A2	9605	0	50	122	206	146	148	80	161	44	56	52	53	61	115	83	112	43	20	23	89	112	254	22
SLC22A10	1723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A11	3439	0	9	73	44	10	48	186	39	287	145	36	77	54	60	151	81	4	8	9	126	158	35	180
SLC22A13	1873	0	0	0	0	0	0	1	0	0	9	0	17	0	2	8	8	2	3	4	0	0	0	0
SLC22A14	3301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A15	4157	17	2	2	0	15	5	10	1	6	3	0	0	8	17	1	3	4	3	2	5	7	14	19
SLC22A16	2016	0	0	8	9	21	16	13	12	29	6	12	18	53	10	21	7	7	17	11	53	20	34	34
SLC22A17	2446	0	0	0	54	0	0	3	10	0	7	0	12	9	10	7	10	1	1	0	2	8	2	0
SLC22A18	3118	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	22
SLC22A1	8928	0	0	0	0	0	0	42	0	0	0	0	0	0	12	0	5	0	0	0	0	21	60	0
SLC22A20P	1802	0	0	0	0	0	18	0	18	0	17	0	12	3	15	11	4	0	0	0	10	9	0	9
SLC22A2	3027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A23	5244	0	0	81	31	7	23	88	91	16	13	48	21	47	16	30	25	1	2	0	17	16	0	32
SLC22A31	2138	0	172	38	71	156	126	157	187	249	34	48	70	46	45	34	74	0	0	5	0	19	92	3
SLC22A3	3243	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	1	6	2	0	0	0	0
SLC22A4	2131	0	0	0	0	0	0	0	0	0	3	14	0	0	0	10	2	10	7	6	0	6	0	0
SLC22A5	3213	568	328	539	249	426	187	717	154	1362	389	487	514	432	891	290	594	50	65	95	347	358	280	178
SLC22A6	2123	0	0	0	0	0	2	0	0	0	1	0	0	0	8	0	1	0	0	0	0	0	0	0
SLC22A7	2489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A8	2151	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0
SLC22A9	3278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC23A1	3385	0	0	87	125	0	93	100	231	11	177	176	174	231	244	139	160	15	14	24	69	98	129	8
SLC23A2	6485	2	229	80	20	16	56	130	88	81	260	69	37	31	152	63	65	175	267	194	62	123	19	266
SLC23A3	2425	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0
SLC24A1	3981	0	14	113	86	52	98	69	5	0	108	171	180	163	277	374	283	101	111	126	332	242	108	145
SLC24A2	2083	0	0	85	4	0	52	36	113	142	23	83	74	160	279	118	132	211	199	104	3	75	165	62
SLC24A3	3915	0	1	2	75	56	11	5	19	2	58	3	6	27	20	1	34	1	1	0	12	14	4	16
SLC24A4	9470	0	138	0	77	0	16	66	14	0	0	12	23	40	20	14	22	7	7	7	24	18	0	0
SLC24A5	1506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A10	2235	168	310	608	448	526	480	873	108	959	354	434	315	338	632	343	547	3	6	4	132	195	207	241
SLC25A11	1544	998	3411	3506	4064	4642	4720	5030	4533	4415	3550	3646	2789	3649	3372	4833	4371	94	193	187	3604	4153	2149	1822
SLC25A1	1582	2057	1711	2826	2356	3637	3182	5314	1086	5917	2037	2313	1246	2319	2391	2644	3078	38	65	94	2858	3105	642	998
SLC25A12	3185	0	630	187	324	166	169	70	310	294	285	245	320	104	324	90	240	522	475	274	47	54	52	55
SLC25A13	3166	154	297	640	780	288	535	805	662	384	929	1010	1177	1375	1667	612	971	835	855	913	462	469	650	406
SLC25A14	1652	477	274	530	265	175	430	667	1144	455	545	577	476	1002	553	689	637	397	451	393	307	333	19	152
SLC25A15	3542	68	352	421	347	492	1103	921	1933	1205	1093	682	597	1681	1759	569	1394	622	796	792	483	806	934	769
SLC25A16	2572	386	266	443	180	319	255	643	497	326	565	397	280	388	628	345	480	962	994	865	136	205	238	154
SLC25A17	1688	758	1275	1521	1781	1366	1364	2344	2071	2056	2025	1869	2172	2241	1918	2431	2191	3231	4088	4065	2460	2667	841	1091
SLC25A19	3003	1	235	366	340	311	413	354	280	194	643	224	306	182	194	199	132	6	8	14	113	141	6	378
SLC25A20	1821	1401	1717	1291	1333	1274	1175	1350	1520	263	983	788	1094	1048	620	701	500	254	338	279	306	344	308	290
SLC25A21	3554	0	9	31	57	8	2	67	10	130	11	2	32	30	18	16	18	28	27	36	22	14	88	22
SLC25A2	2217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A22	3262	3	1897	1185	2074	2198	3011	1528	291	2361	1845	921	1362	455	3389	783	2636	48	70	59	582	1248	788	3058
SLC25A23	4642	1	338	216	469	404	564	677	220	881	579	431	357	341	710	176	290	5	4	2	61	220	258	368
SLC25A25	4573	0	6	0	0	11	0	31	0	0	0	1	8	6	11	13	15	2	0	3	35	31	6	6
SLC25A26	2303	6686	4818	8874	6696	6480	6775	8587	9716	5870	6845	5717	5016	6517	4072	4788	4265	1825	1592	1557	4545	4214	3142	2351
SLC25A27	6541	1	37	357	149	96	235	184	287	160	281	196	422	244	515	320	384	187	241	188	88	211	31	27
SLC25A28	1519	1	81	45	81	74	167	93	27	64	81	99	31	198	215	89	226	7	15	11	50	159	32	217
SLC25A29	4465	0	0	36	11	57	3	56	18	186	70	0	21	27	58	10	38	2	1	6	7	4	115	0
SLC25A30	2012	751	224	470	225	322	274	98	181	396	631	585	548	425	690	386	562	406	395	255	255	277	255	127
SLC25A31	1762	916	305	457	417	128	202	307	155	54	104	125	83	96	107	68	83	2085	1883	1793	68	58	203	178
SLC25A3	1543	11	23	31	4	0	19	0	32	136	22	44	11	39	15	10	23	95	162	112	2	12	7	8
SLC25A32	2602	16	216	91	109	91	142	128	179	114	52	71	102	120	200	103	146	143	154	112	163	102	79	255
SLC25A33	1511	1	301	261	120	573	280	553	317	486	365	482	647	547	416	544	606	311	380	322	264	435	314	208
SLC25A34	2659	0	0	8	0	0	5	0	5	0	0	0	2	1	5	0	2	1	0	2	5	3	2	0
SLC25A35	1922	2393	2028	1612	2231	1925	3047	1558	4892	1772	2998	2209	2117	795	1789	1127	1162	35	53	59	524	692	1327	982
SLC25A36	5026	0	42	100	8	46	50	77	25	123	105	87	96	76	133	56	76	336	408	416	16	60	32	32
SLC25A37	5771	0	0	0	0	0	0	0	0	0	0	3	0	4	4	0	12	2	7	8	23	2	0	0
SLC25A38	2458	1841	2715	2728	4422	2843	4532	3304	7214	2941	3984	3129	2135	3326	2154	1739	1978	84	88	126	390	688	1372	699
SLC25A39	1638	1013	2563	2619	4278	3722	5479	5135	3454	5081	3932	2636	2201	2878	2425	1716	2061	27	40	39	1042	1267	981	747
SLC25A40	5814	0	112	100	36	69	43	3	40	0	33	17	27	33	52	5	14	355	398	360	17	15	211	47
SLC25A4	1192	1397	1296	2429	1544	1816	1837	2711	1162	1438	1652	2001	2368	2077	1890	2487	2497	222	325	339	1555	1596	985	711
SLC25A41	2059	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0
SLC25A42	4570	0	4	113	21	174	95	105	67	41	110	73	96	64	98	28	50	7	8	4	101	105	68	141
SLC25A43	2544	0	23	13	26	18	32	16	9	0	23	39	9	35	15	26	5	12	5	9	11	0	39	0
SLC25A44	4070	193	179	449	228	174	591	822	710	745	297	908	243	595	1516	314	892	198	262	253	381	534	510	421
SLC25A45	2869	0	20	1	0	23	0	0	3	0	0	0	0	0	2	0	2	1	1	0	0	0	0	0
SLC25A46	4863	0	4	42	23	15	23	70	10	16	12	39	10	20	25	35	23	31	33	38	22	15	32	28
SLC25A47	987	0	5	0	0	0	0	0	6	0	0	0	0	9	1	0	1	0	0	0	0	0	0	0
SLC25A48	1761	0	0	0	0	0	0	16	6	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0
SLC25A51	10752	80	597	438	207	457	535	467	437	284	421	278	241	310	383	255	291	1176	1560	1670	235	273	403	251
SLC25A5	1146	661	1044	1348	1780	1116	1370	1265	2953	1906	2077	1530	2243	1364	1476	1465	1573	1454	1669	1513	1066	1671	874	544
SLC25A53	4038	249	8	132	23	0	33	0	22	0	67	50	45	272	98	32	101	70	76	69	63	50	69	194
SLC25A6	1348	2292	2843	3025	2934	3581	3273	4448	3636	4093	2393	2541	1966	1607	2445	3767	4684	126	151	119	5246	6494	2455	2260
SLC26A10	3368	0	0	0	19	0	13	10	20	0	25	9	11	1	15	0	6	0	2	0	0	7	0	1
SLC26A11	2602	0	221	1	67	1	179	119	101	509	188	162	240	108	126	116	158	5	18	11	45	67	35	0
SLC26A1	3428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC26A2	8124	0	11	9	12	14	6	13	14	72	7	24	18	34	39	30	6	61	65	67	39	14	3	1
SLC26A3	3032	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	5	5	0	0	0	0
SLC26A4	4817	1	224	171	9	0	31	41	91	44	109	109	151	29	157	91	127	1037	778	740	109	127	184	37
SLC26A5	3465	0	0	20	0	2	24	0	38	106	32	48	28	1	29	4	18	20	30	25	0	5	0	8
SLC26A6	2600	4750	5101	5084	4524	2473	3221	3074	1551	2403	2313	1353	1730	588	1284	731	779	184	245	199	276	327	803	932
SLC26A7	5934	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	1	0	0	0	0
SLC26A8	3784	0	2	26	3	20	3	10	5	0	4	16	6	43	17	6	10	3	2	1	6	7	26	28
SLC26A9	8450	0	196	140	22	150	141	14	137	16	122	214	144	104	170	70	119	12	25	19	57	81	18	13
SLC27A1	4704	8	466	771	605	1129	1307	923	330	1444	724	700	401	224	646	285	516	9	15	14	42	77	343	541
SLC27A2	2159	0	1	45	37	43	1	18	21	0	37	30	30	1	46	43	66	147	159	106	17	23	0	0
SLC27A3	2317	0	0	495	308	204	528	473	289	0	289	213	121	89	133	176	149	7	3	0	48	163	0	6
SLC27A4	2858	0	192	218	750	139	414	244	104	0	333	83	172	25	162	90	237	2	0	5	58	43	179	94
SLC27A5	2271	0	67	2	0	0	40	78	2	0	48	66	24	43	21	13	53	0	0	1	86	23	144	137
SLC27A6	3176	0	53	32	45	0	0	0	0	0	25	16	7	44	0	2	1	207	148	121	7	1	22	0
SLC28A1	4514	976	3007	2178	3852	3211	3360	1715	2426	2125	1764	1325	1402	1298	1249	655	1021	421	586	745	529	1132	1172	1325
SLC28A2	10096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC28A3	3872	0	76	60	2	240	61	151	50	0	200	60	261	203	295	228	174	456	390	340	52	96	15	1
SLC29A1	2738	3	5497	3588	3716	4094	6510	6114	7457	5651	5646	4690	3591	6486	5266	5807	6684	196	295	216	4062	4808	2808	2542
SLC29A2	3647	15	0	7	0	90	89	109	0	2	93	99	9	15	26	1	25	4	0	1	3	17	1	181
SLC29A3	4753	1	51	17	29	14	18	150	18	78	35	36	5	73	68	36	44	4	3	3	69	112	70	87
SLC29A4	1829	929	1244	887	1491	2163	1770	1817	656	1858	1159	1244	1253	846	1456	793	1880	16	37	16	792	1579	478	1310
SLC2A10	2258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0
SLC2A11	3294	28	0	23	18	0	1	14	0	0	0	0	5	0	1	5	0	2	0	0	10	9	23	0
SLC2A1	2529	44	1	120	112	207	110	292	106	30	125	305	269	302	349	352	496	28	50	28	118	314	116	123
SLC2A12	6891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SLC2A13	1947	0	0	3	0	0	2	17	2	0	0	0	0	9	7	5	4	1	2	0	0	0	0	58
